target_name,pi
"a poly2sympoly [a_0, a_1, ...]","b poly2sympoly  [b_0, b_1, ...]",postproc_func,LHS type,LHS params,convergence type,convergence rate,postfunc(cont_frac),LHS val
"((1, 2),)","((0, 0, 1),)",<function safe_inverse at 0x0CE07F60>,"Params (0, 4, 0, 1), Res 0.78539816339744830961566084581987572104929234984378","(0, 4, 0, 1)",exp,"(mpf('5.8054219573323879401476873738539598472431914934707528'), mpf('9.5829747799982402431027851596612882087653763522846738'))",0.78539816339744830961566084581987572104929234984378,0.78539816339744830961566084581987572104929234984378
